interaction_id,customer_id,interaction_type,datetime,notes
4970,1406,Email,2023-04-11 16:45:07,Hỏi tình trạng da và gợi ý routine
4971,1407,Meeting,2025-07-31 22:39:30,Xác nhận tồn kho và thời gian giao hàng
4972,1407,Social Media,2025-06-05 23:37:43,Giới thiệu sản phẩm mới ra mắt
4973,1407,Meeting,2025-05-08 15:20:57,Hỏi tình trạng da và gợi ý routine
4974,1407,Email,2025-09-06 01:51:56,Tư vấn combo dưỡng da
4975,1408,Web,2025-06-27 22:57:50,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
4976,1408,Chat,2025-05-04 22:29:53,Phản hồi trải nghiệm sau khi mua
4977,1408,Email,2025-05-10 15:54:17,Gửi mã giảm giá 10% cho đơn đầu tiên
4978,1408,Web,2025-08-30 20:27:43,hành_động='Xem sản phẩm'; sản_phẩm='Toner làm dịu'; thương_hiệu='GlowMe'; từ_khóa='son lì'
4979,1408,Email,2025-04-14 03:43:17,Gửi mã giảm giá 10% cho đơn đầu tiên
4980,1408,Chat,2025-06-22 06:16:39,Gửi mã giảm giá 10% cho đơn đầu tiên
4981,1409,Web,2025-01-03 16:00:51,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='GlowMe'; từ_khóa='da nhạy cảm'
4982,1410,Meeting,2024-02-04 14:20:22,Phản hồi trải nghiệm sau khi mua
4983,1410,Meeting,2024-07-08 00:21:40,Gửi mã giảm giá 10% cho đơn đầu tiên
4984,1410,Call,2024-09-10 09:29:54,Tư vấn combo dưỡng da
4985,1410,Chat,2024-06-17 08:05:28,Hỏi tình trạng da và gợi ý routine
4986,1410,Web,2024-02-05 00:06:26,hành_động='Thanh toán thất bại'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='GlowMe'; từ_khóa='trắng da'
4987,1410,Email,2024-09-18 16:33:39,Phản hồi trải nghiệm sau khi mua
4988,1411,Call,2025-10-09 10:35:00,Hỏi tình trạng da và gợi ý routine
4989,1411,Web,2025-08-14 12:45:20,hành_động='Thanh toán thất bại'; sản_phẩm='Serum Vitamin C'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
4990,1412,Call,2025-10-09 05:05:00,Tư vấn combo dưỡng da
4991,1412,Email,2025-07-31 22:14:31,Gửi mã giảm giá 10% cho đơn đầu tiên
4992,1412,Chat,2025-09-10 04:22:32,Tư vấn combo dưỡng da
4993,1412,Chat,2025-09-29 02:50:43,Gửi mã giảm giá 10% cho đơn đầu tiên
4994,1412,Chat,2025-05-19 11:14:39,Xác nhận tồn kho và thời gian giao hàng
4995,1412,Web,2025-07-29 23:57:38,hành_động='Thanh toán thất bại'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Lumi'; từ_khóa='trị mụn'
4996,1413,Web,2024-12-17 11:58:34,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
4997,1413,Meeting,2024-05-03 12:35:39,Giới thiệu sản phẩm mới ra mắt
4998,1413,Meeting,2024-08-07 08:37:27,Hỏi tình trạng da và gợi ý routine
4999,1413,Call,2024-05-10 16:54:43,Giới thiệu sản phẩm mới ra mắt
5000,1413,Web,2024-10-07 23:51:51,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='trị mụn'
5001,1414,Email,2025-04-11 04:58:48,Gửi mã giảm giá 10% cho đơn đầu tiên
5002,1414,Chat,2025-09-21 09:56:27,Giới thiệu sản phẩm mới ra mắt
5003,1414,Web,2025-08-13 09:09:35,hành_động='Thanh toán thành công'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
5004,1415,Social Media,2023-01-08 00:12:56,Phản hồi trải nghiệm sau khi mua
5005,1415,Meeting,2023-02-11 13:02:50,Giới thiệu sản phẩm mới ra mắt
5006,1415,Meeting,2023-09-04 19:59:02,Giới thiệu sản phẩm mới ra mắt
5007,1415,Chat,2023-09-23 06:29:46,Gửi mã giảm giá 10% cho đơn đầu tiên
5008,1416,Chat,2023-10-10 21:09:55,Phản hồi trải nghiệm sau khi mua
5009,1416,Email,2023-11-05 22:54:20,Hỏi tình trạng da và gợi ý routine
5010,1416,Chat,2023-12-13 19:08:20,Hỏi tình trạng da và gợi ý routine
5011,1417,Meeting,2025-10-08 20:15:00,Tư vấn combo dưỡng da
5012,1417,Call,2025-08-25 20:12:37,Xác nhận tồn kho và thời gian giao hàng
5013,1418,Web,2024-11-30 23:52:31,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Toner làm dịu'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
5014,1418,Web,2025-01-04 14:22:40,hành_động='Thanh toán thất bại'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
5015,1418,Social Media,2025-03-03 09:06:59,Gửi mã giảm giá 10% cho đơn đầu tiên
5016,1418,Meeting,2024-12-26 23:26:27,Giới thiệu sản phẩm mới ra mắt
5017,1418,Email,2025-08-17 13:53:14,Tư vấn combo dưỡng da
5018,1419,Social Media,2025-07-06 05:20:29,Phản hồi trải nghiệm sau khi mua
5019,1419,Chat,2025-05-09 19:58:38,Giới thiệu sản phẩm mới ra mắt
5020,1419,Call,2025-10-09 00:39:00,Xác nhận tồn kho và thời gian giao hàng
5021,1419,Meeting,2025-07-24 11:48:28,Hỏi tình trạng da và gợi ý routine
5022,1420,Chat,2023-10-24 17:43:20,Xác nhận tồn kho và thời gian giao hàng
5023,1420,Email,2023-03-17 16:10:40,Xác nhận tồn kho và thời gian giao hàng
5024,1420,Email,2023-07-27 16:02:13,Giới thiệu sản phẩm mới ra mắt
5025,1420,Web,2023-07-03 02:42:31,hành_động='Thanh toán thất bại'; sản_phẩm='Nước hoa hồng'; thương_hiệu='HerbaCare'; từ_khóa='dưỡng ẩm'
5026,1420,Chat,2023-05-07 04:21:21,Gửi mã giảm giá 10% cho đơn đầu tiên
5027,1420,Social Media,2023-09-07 17:16:38,Xác nhận tồn kho và thời gian giao hàng
5028,1421,Meeting,2025-09-10 18:36:31,Gửi mã giảm giá 10% cho đơn đầu tiên
5029,1421,Chat,2025-10-09 06:03:00,Hỏi tình trạng da và gợi ý routine
5030,1421,Call,2025-10-09 01:14:00,Tư vấn combo dưỡng da
5031,1422,Social Media,2024-01-14 08:53:43,Gửi mã giảm giá 10% cho đơn đầu tiên
5032,1422,Call,2023-09-03 08:14:55,Hỏi tình trạng da và gợi ý routine
5033,1422,Call,2023-07-20 07:33:37,Giới thiệu sản phẩm mới ra mắt
5034,1423,Call,2023-08-26 00:26:52,Phản hồi trải nghiệm sau khi mua
5035,1423,Web,2024-02-12 23:10:30,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Silky'; từ_khóa='son lì'
5036,1423,Web,2024-02-13 14:45:57,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
5037,1423,Meeting,2023-08-03 01:33:26,Hỏi tình trạng da và gợi ý routine
5038,1423,Chat,2023-08-02 03:52:34,Xác nhận tồn kho và thời gian giao hàng
5039,1424,Call,2025-10-09 09:49:00,Phản hồi trải nghiệm sau khi mua
5040,1424,Email,2025-10-08 20:07:00,Tư vấn combo dưỡng da
5041,1424,Call,2025-09-17 11:54:03,Phản hồi trải nghiệm sau khi mua
5042,1424,Call,2025-10-09 08:04:00,Xác nhận tồn kho và thời gian giao hàng
5043,1424,Chat,2025-10-08 23:45:00,Hỏi tình trạng da và gợi ý routine
5044,1425,Social Media,2023-10-27 03:35:29,Phản hồi trải nghiệm sau khi mua
5045,1425,Chat,2023-10-07 09:13:18,Giới thiệu sản phẩm mới ra mắt
5046,1425,Meeting,2023-08-02 05:34:58,Hỏi tình trạng da và gợi ý routine
5047,1425,Call,2023-12-05 20:07:55,Hỏi tình trạng da và gợi ý routine
5048,1425,Web,2024-03-29 23:48:16,hành_động='Xem sản phẩm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
5049,1426,Meeting,2025-07-01 03:32:21,Gửi mã giảm giá 10% cho đơn đầu tiên
5050,1426,Meeting,2025-10-09 03:02:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5051,1426,Web,2025-10-08 19:42:00,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
5052,1426,Meeting,2025-08-25 12:55:04,Gửi mã giảm giá 10% cho đơn đầu tiên
5053,1426,Chat,2025-09-23 04:27:53,Hỏi tình trạng da và gợi ý routine
5054,1426,Social Media,2025-08-20 12:22:55,Phản hồi trải nghiệm sau khi mua
5055,1427,Social Media,2024-08-04 04:02:46,Xác nhận tồn kho và thời gian giao hàng
5056,1428,Call,2025-10-09 09:13:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5057,1429,Meeting,2025-02-10 05:46:36,Giới thiệu sản phẩm mới ra mắt
5058,1429,Call,2024-08-14 21:05:58,Xác nhận tồn kho và thời gian giao hàng
5059,1429,Social Media,2024-06-15 02:33:08,Xác nhận tồn kho và thời gian giao hàng
5060,1429,Web,2024-12-06 04:08:24,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Toner làm dịu'; thương_hiệu='GlowMe'; từ_khóa='son lì'
5061,1430,Email,2025-07-20 10:22:19,Gửi mã giảm giá 10% cho đơn đầu tiên
5062,1430,Web,2025-09-20 17:29:05,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='PureLeaf'; từ_khóa='trắng da'
5063,1430,Social Media,2025-10-09 08:16:00,Phản hồi trải nghiệm sau khi mua
5064,1431,Meeting,2024-03-29 07:20:25,Giới thiệu sản phẩm mới ra mắt
5065,1431,Call,2024-07-16 16:41:37,Gửi mã giảm giá 10% cho đơn đầu tiên
5066,1432,Call,2024-12-11 11:04:02,Gửi mã giảm giá 10% cho đơn đầu tiên
5067,1433,Social Media,2023-08-27 09:58:00,Hỏi tình trạng da và gợi ý routine
5068,1433,Social Media,2023-08-18 11:50:06,Giới thiệu sản phẩm mới ra mắt
5069,1433,Social Media,2023-05-05 10:39:28,Xác nhận tồn kho và thời gian giao hàng
5070,1433,Meeting,2023-07-13 13:08:35,Gửi mã giảm giá 10% cho đơn đầu tiên
5071,1434,Meeting,2025-01-06 10:47:36,Hỏi tình trạng da và gợi ý routine
5072,1435,Web,2025-10-09 11:04:00,hành_động='Bắt đầu thanh toán'; sản_phẩm='Nước hoa hồng'; thương_hiệu='Silky'; từ_khóa='son lì'
5073,1435,Email,2025-07-24 17:42:09,Tư vấn combo dưỡng da
5074,1435,Chat,2025-03-13 11:22:59,Phản hồi trải nghiệm sau khi mua
5075,1435,Call,2025-10-09 02:48:00,Xác nhận tồn kho và thời gian giao hàng
5076,1436,Chat,2025-04-14 17:07:50,Hỏi tình trạng da và gợi ý routine
5077,1436,Web,2025-01-13 18:46:43,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='chống nắng'
5078,1436,Web,2025-01-04 04:03:15,hành_động='Thanh toán thành công'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='GlowMe'; từ_khóa='chống nắng'
5079,1436,Web,2025-03-07 11:23:01,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
5080,1436,Email,2024-12-20 17:20:10,Giới thiệu sản phẩm mới ra mắt
5081,1437,Web,2025-09-15 02:53:38,hành_động='Xem sản phẩm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
5082,1437,Call,2025-02-28 15:25:31,Xác nhận tồn kho và thời gian giao hàng
5083,1437,Email,2025-08-23 01:24:22,Tư vấn combo dưỡng da
5084,1437,Call,2025-07-04 03:43:39,Hỏi tình trạng da và gợi ý routine
5085,1437,Meeting,2025-04-23 06:40:02,Phản hồi trải nghiệm sau khi mua
5086,1437,Meeting,2025-09-05 01:36:25,Hỏi tình trạng da và gợi ý routine
5087,1438,Social Media,2025-10-08 22:49:00,Giới thiệu sản phẩm mới ra mắt
5088,1438,Email,2025-10-08 23:16:00,Hỏi tình trạng da và gợi ý routine
5089,1438,Chat,2025-10-08 19:39:00,Giới thiệu sản phẩm mới ra mắt
5090,1439,Chat,2023-12-31 07:12:49,Tư vấn combo dưỡng da
5091,1439,Chat,2024-02-16 13:32:35,Tư vấn combo dưỡng da
5092,1439,Call,2024-03-29 23:37:02,Giới thiệu sản phẩm mới ra mắt
5093,1440,Call,2025-06-24 06:56:46,Tư vấn combo dưỡng da
5094,1440,Social Media,2025-10-09 02:03:00,Phản hồi trải nghiệm sau khi mua
5095,1441,Call,2023-03-02 23:21:53,Xác nhận tồn kho và thời gian giao hàng
5096,1441,Meeting,2023-03-04 14:41:20,Tư vấn combo dưỡng da
5097,1441,Call,2023-10-19 13:17:57,Giới thiệu sản phẩm mới ra mắt
5098,1442,Chat,2025-04-30 22:57:49,Tư vấn combo dưỡng da
5099,1442,Call,2025-02-13 23:54:21,Gửi mã giảm giá 10% cho đơn đầu tiên
5100,1442,Chat,2025-04-03 20:48:39,Giới thiệu sản phẩm mới ra mắt
5101,1442,Social Media,2025-08-29 01:05:16,Gửi mã giảm giá 10% cho đơn đầu tiên
5102,1442,Chat,2025-05-14 07:19:09,Tư vấn combo dưỡng da
5103,1442,Chat,2025-03-14 23:42:17,Phản hồi trải nghiệm sau khi mua
5104,1443,Chat,2025-04-18 09:39:29,Gửi mã giảm giá 10% cho đơn đầu tiên
5105,1443,Chat,2025-09-11 04:01:45,Hỏi tình trạng da và gợi ý routine
5106,1443,Web,2025-04-28 00:06:53,hành_động='Thanh toán thất bại'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='HerbaCare'; từ_khóa='trắng da'
5107,1443,Chat,2025-07-03 18:47:59,Gửi mã giảm giá 10% cho đơn đầu tiên
5108,1443,Social Media,2025-09-20 06:00:59,Giới thiệu sản phẩm mới ra mắt
5109,1444,Call,2025-03-13 23:29:04,Tư vấn combo dưỡng da
5110,1444,Chat,2024-12-18 15:32:14,Tư vấn combo dưỡng da
5111,1444,Social Media,2024-12-01 11:36:26,Xác nhận tồn kho và thời gian giao hàng
5112,1444,Meeting,2025-01-08 04:07:13,Giới thiệu sản phẩm mới ra mắt
5113,1444,Web,2025-06-24 05:16:27,hành_động='Xem sản phẩm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
5114,1445,Email,2024-10-22 23:59:45,Phản hồi trải nghiệm sau khi mua
5115,1445,Web,2024-12-17 11:41:49,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
5116,1445,Web,2024-07-02 20:26:47,hành_động='Xem sản phẩm'; sản_phẩm='Nước hoa hồng'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
5117,1445,Social Media,2025-03-01 07:17:45,Xác nhận tồn kho và thời gian giao hàng
5118,1445,Email,2024-12-05 06:21:12,Tư vấn combo dưỡng da
5119,1445,Email,2024-07-13 04:51:46,Hỏi tình trạng da và gợi ý routine
5120,1446,Chat,2024-10-07 01:29:51,Giới thiệu sản phẩm mới ra mắt
5121,1446,Meeting,2024-09-27 21:34:55,Giới thiệu sản phẩm mới ra mắt
5122,1446,Social Media,2024-10-16 02:48:50,Tư vấn combo dưỡng da
5123,1446,Chat,2024-06-03 22:48:59,Gửi mã giảm giá 10% cho đơn đầu tiên
5124,1446,Email,2024-03-25 03:24:22,Xác nhận tồn kho và thời gian giao hàng
5125,1447,Web,2024-10-24 04:05:40,hành_động='Xem sản phẩm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='AquaSkin'; từ_khóa='son lì'
5126,1447,Meeting,2025-06-14 00:30:13,Xác nhận tồn kho và thời gian giao hàng
5127,1447,Call,2025-05-16 18:27:56,Xác nhận tồn kho và thời gian giao hàng
5128,1447,Chat,2025-07-28 10:09:14,Hỏi tình trạng da và gợi ý routine
5129,1447,Chat,2025-04-24 06:44:18,Xác nhận tồn kho và thời gian giao hàng
5130,1447,Call,2025-06-25 00:41:06,Phản hồi trải nghiệm sau khi mua
5131,1448,Chat,2024-02-22 11:44:11,Xác nhận tồn kho và thời gian giao hàng
5132,1448,Chat,2023-10-15 02:04:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5133,1448,Web,2024-04-05 06:51:36,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
5134,1449,Chat,2024-06-29 21:30:50,Tư vấn combo dưỡng da
5135,1449,Chat,2025-04-11 03:07:38,Xác nhận tồn kho và thời gian giao hàng
5136,1449,Meeting,2024-08-06 00:16:45,Giới thiệu sản phẩm mới ra mắt
5137,1449,Email,2024-09-16 06:23:47,Hỏi tình trạng da và gợi ý routine
5138,1449,Social Media,2025-02-28 02:08:59,Tư vấn combo dưỡng da
5139,1450,Meeting,2024-01-26 12:15:19,Hỏi tình trạng da và gợi ý routine
5140,1450,Web,2023-09-25 18:52:34,hành_động='Xem sản phẩm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='HerbaCare'; từ_khóa='trị mụn'
5141,1450,Chat,2024-05-03 11:21:36,Phản hồi trải nghiệm sau khi mua
5142,1451,Social Media,2025-09-20 17:03:54,Hỏi tình trạng da và gợi ý routine
5143,1451,Call,2025-10-03 04:16:29,Tư vấn combo dưỡng da
5144,1451,Web,2025-06-16 16:17:22,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
5145,1451,Web,2025-10-09 10:48:00,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
5146,1451,Meeting,2025-06-06 20:27:21,Tư vấn combo dưỡng da
5147,1452,Social Media,2023-07-02 20:36:38,Gửi mã giảm giá 10% cho đơn đầu tiên
5148,1452,Web,2024-03-16 11:12:02,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='AquaSkin'; từ_khóa='da nhạy cảm'
5149,1452,Meeting,2023-08-25 10:56:38,Gửi mã giảm giá 10% cho đơn đầu tiên
5150,1452,Web,2023-10-27 05:42:20,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='Silky'; từ_khóa='dưỡng ẩm'
5151,1453,Email,2025-10-09 09:25:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5152,1454,Social Media,2025-09-17 09:09:54,Gửi mã giảm giá 10% cho đơn đầu tiên
5153,1454,Social Media,2025-08-23 14:08:31,Tư vấn combo dưỡng da
5154,1455,Call,2025-08-27 10:48:42,Giới thiệu sản phẩm mới ra mắt
5155,1456,Web,2024-11-08 03:17:03,hành_động='Xem sản phẩm'; sản_phẩm='Son lì tông nude'; thương_hiệu='PureLeaf'; từ_khóa='dưỡng ẩm'
5156,1456,Call,2025-03-22 06:06:48,Giới thiệu sản phẩm mới ra mắt
5157,1457,Social Media,2025-08-28 21:46:01,Phản hồi trải nghiệm sau khi mua
5158,1458,Email,2023-10-26 16:35:42,Tư vấn combo dưỡng da
5159,1458,Email,2024-06-29 14:29:33,Hỏi tình trạng da và gợi ý routine
5160,1458,Call,2023-11-11 13:14:39,Gửi mã giảm giá 10% cho đơn đầu tiên
5161,1458,Meeting,2023-12-09 02:59:28,Hỏi tình trạng da và gợi ý routine
5162,1458,Web,2024-01-30 07:52:44,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='son lì'
5163,1459,Social Media,2024-08-26 08:53:37,Phản hồi trải nghiệm sau khi mua
5164,1459,Meeting,2024-12-22 22:50:05,Giới thiệu sản phẩm mới ra mắt
5165,1459,Call,2024-09-27 09:48:16,Gửi mã giảm giá 10% cho đơn đầu tiên
5166,1459,Call,2024-10-06 05:23:52,Tư vấn combo dưỡng da
5167,1459,Meeting,2024-07-30 09:28:17,Giới thiệu sản phẩm mới ra mắt
5168,1459,Call,2024-12-26 10:21:47,Phản hồi trải nghiệm sau khi mua
5169,1460,Meeting,2025-10-09 02:55:00,Xác nhận tồn kho và thời gian giao hàng
5170,1460,Meeting,2025-10-09 06:52:00,Tư vấn combo dưỡng da
5171,1461,Email,2024-03-14 04:17:24,Tư vấn combo dưỡng da
5172,1462,Email,2025-02-04 04:14:28,Xác nhận tồn kho và thời gian giao hàng
5173,1462,Call,2024-11-20 13:45:21,Xác nhận tồn kho và thời gian giao hàng
5174,1462,Chat,2024-12-23 19:30:02,Phản hồi trải nghiệm sau khi mua
5175,1462,Call,2025-04-25 14:05:08,Tư vấn combo dưỡng da
5176,1462,Meeting,2024-08-27 11:53:36,Xác nhận tồn kho và thời gian giao hàng
5177,1463,Call,2025-05-13 10:25:24,Gửi mã giảm giá 10% cho đơn đầu tiên
5178,1463,Web,2025-10-09 01:35:00,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='GlowMe'; từ_khóa='trắng da'
5179,1463,Social Media,2025-09-18 04:44:16,Gửi mã giảm giá 10% cho đơn đầu tiên
5180,1464,Meeting,2025-09-15 04:22:28,Xác nhận tồn kho và thời gian giao hàng
5181,1465,Meeting,2025-10-08 16:38:40,Hỏi tình trạng da và gợi ý routine
5182,1465,Call,2025-07-03 14:15:02,Phản hồi trải nghiệm sau khi mua
5183,1466,Meeting,2024-08-15 18:35:38,Phản hồi trải nghiệm sau khi mua
5184,1466,Email,2024-02-16 12:47:45,Hỏi tình trạng da và gợi ý routine
5185,1466,Web,2024-05-07 11:51:56,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='son lì'
5186,1466,Call,2024-02-24 01:23:10,Tư vấn combo dưỡng da
5187,1467,Chat,2025-07-07 22:33:53,Giới thiệu sản phẩm mới ra mắt
5188,1467,Email,2025-05-03 02:24:54,Gửi mã giảm giá 10% cho đơn đầu tiên
5189,1467,Email,2025-08-30 05:31:01,Xác nhận tồn kho và thời gian giao hàng
5190,1467,Email,2025-04-21 23:05:10,Phản hồi trải nghiệm sau khi mua
5191,1467,Social Media,2025-04-05 21:27:09,Phản hồi trải nghiệm sau khi mua
5192,1468,Email,2025-06-13 15:04:24,Giới thiệu sản phẩm mới ra mắt
5193,1468,Chat,2025-03-23 18:36:45,Phản hồi trải nghiệm sau khi mua
5194,1468,Chat,2024-10-10 02:10:43,Phản hồi trải nghiệm sau khi mua
5195,1468,Chat,2024-12-23 14:29:13,Tư vấn combo dưỡng da
5196,1468,Chat,2024-11-02 11:30:13,Phản hồi trải nghiệm sau khi mua
5197,1469,Social Media,2023-11-23 12:19:00,Xác nhận tồn kho và thời gian giao hàng
5198,1469,Email,2023-03-22 18:57:21,Phản hồi trải nghiệm sau khi mua
5199,1470,Social Media,2025-02-22 06:03:05,Giới thiệu sản phẩm mới ra mắt
5200,1471,Chat,2024-10-02 17:16:34,Xác nhận tồn kho và thời gian giao hàng
5201,1471,Social Media,2024-03-18 10:29:50,Giới thiệu sản phẩm mới ra mắt
5202,1471,Meeting,2024-09-03 02:05:43,Gửi mã giảm giá 10% cho đơn đầu tiên
5203,1471,Social Media,2024-11-16 22:34:42,Gửi mã giảm giá 10% cho đơn đầu tiên
5204,1471,Meeting,2024-02-03 21:30:40,Hỏi tình trạng da và gợi ý routine
5205,1472,Email,2023-04-24 20:02:41,Phản hồi trải nghiệm sau khi mua
5206,1473,Call,2025-08-17 12:30:29,Phản hồi trải nghiệm sau khi mua
5207,1473,Chat,2025-10-09 05:46:00,Hỏi tình trạng da và gợi ý routine
5208,1474,Call,2025-09-17 11:10:36,Giới thiệu sản phẩm mới ra mắt
5209,1474,Web,2025-10-09 05:33:00,hành_động='Thanh toán thành công'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='trị mụn'
5210,1474,Email,2025-10-09 06:08:00,Xác nhận tồn kho và thời gian giao hàng
5211,1474,Social Media,2025-10-09 11:37:00,Tư vấn combo dưỡng da
5212,1474,Social Media,2025-10-09 01:55:00,Phản hồi trải nghiệm sau khi mua
5213,1475,Social Media,2024-05-04 07:03:39,Giới thiệu sản phẩm mới ra mắt
5214,1475,Email,2024-04-17 06:40:58,Phản hồi trải nghiệm sau khi mua
5215,1475,Web,2023-11-30 10:49:53,hành_động='Bắt đầu thanh toán'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Silky'; từ_khóa='son lì'
5216,1475,Web,2024-03-12 23:34:29,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
5217,1475,Email,2023-12-20 14:06:37,Gửi mã giảm giá 10% cho đơn đầu tiên
5218,1475,Call,2024-03-31 18:54:27,Xác nhận tồn kho và thời gian giao hàng
5219,1476,Chat,2025-08-16 02:42:41,Hỏi tình trạng da và gợi ý routine
5220,1476,Web,2025-10-02 13:47:05,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
5221,1476,Email,2025-05-22 08:58:35,Gửi mã giảm giá 10% cho đơn đầu tiên
5222,1476,Web,2025-09-21 07:01:10,hành_động='Xem sản phẩm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='AquaSkin'; từ_khóa='chống nắng'
5223,1476,Social Media,2025-10-09 11:49:00,Xác nhận tồn kho và thời gian giao hàng
5224,1476,Web,2025-05-25 10:54:38,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Toner làm dịu'; thương_hiệu='GlowMe'; từ_khóa='trị mụn'
5225,1477,Meeting,2024-08-20 19:59:04,Hỏi tình trạng da và gợi ý routine
5226,1477,Web,2024-08-17 03:42:33,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='AquaSkin'; từ_khóa='chống nắng'
5227,1477,Social Media,2024-11-17 04:19:37,Hỏi tình trạng da và gợi ý routine
5228,1478,Email,2024-04-03 00:50:57,Xác nhận tồn kho và thời gian giao hàng
5229,1478,Web,2023-11-13 13:44:17,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='AquaSkin'; từ_khóa='chống nắng'
5230,1478,Web,2024-02-26 18:28:49,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Toner làm dịu'; thương_hiệu='GlowMe'; từ_khóa='trắng da'
5231,1478,Meeting,2023-09-05 21:01:22,Xác nhận tồn kho và thời gian giao hàng
5232,1478,Meeting,2024-05-05 14:09:24,Hỏi tình trạng da và gợi ý routine
5233,1478,Web,2024-04-20 03:14:43,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='chống nắng'
5234,1479,Email,2025-10-09 00:30:00,Xác nhận tồn kho và thời gian giao hàng
